Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Ghost Duster","Ghost Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/117832259/ghost-duster,1.7,-1,Sport,5.11+,1,40,40.00573,-105.33834
Ghost,"Ghost Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/117832244/ghost,3.0,-1,Sport,5.12b,1,40,40.00573,-105.33834
"Ghost Rider","Ghost Crag > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/119570539/ghost-rider,3.0,-1,Sport,5.12b,1,50,40.00573,-105.33834
Rathtars,"West Face > Kanjiklub > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120193097/rathtars,2.0,-1,Sport,5.8+,1,65,40.00449,-105.39654
"Tasu Leech Right","West Face > Kanjiklub > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120193557/tasu-leech-right,1.3,-1,Sport,5.10-,1,45,40.00449,-105.39654
"Tasu Leech","West Face > Kanjiklub > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120966495/tasu-leech,2.0,-1,Sport,5.11c,1,60,40.00449,-105.39654
Bata-Tic,"South Face > Kanjiklub > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120966484/bata-tic,2.0,-1,Sport,5.9,1,45,40.00444,-105.39646
Headspace,"Claim Jumper > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120351106/headspace,1.0,-1,Sport,5.9,1,50,40.00357,-105.39823
Wakazashi,"Glacier Dome > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120677143/wakazashi,1.0,-1,Sport,5.9,1,,40.00619,-105.40002
"Jack O' Lantern","Glacier Dome > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120677237/jack-o-lantern,1.0,-1,Sport,5.10a,1,,40.00619,-105.40002
"Puzzle Pieces","Glacier Dome > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120617193/puzzle-pieces,1.0,-1,Sport,5.11b,1,30,40.00619,-105.40002
"Spooky Tooth","Glacier Dome > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120677164/spooky-tooth,2.0,-1,Sport,5.11,1,,40.00619,-105.40002
"Karate Chop","Glacier Dome > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120677118/karate-chop,1.0,-1,Sport,5.11b/c,1,,40.00619,-105.40002
Gremlin,"Glacier Dome > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120677208/gremlin,2.0,-1,Sport,5.11c,1,,40.00619,-105.40002
"Daddy Long Legs","Glacier Dome > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120677185/daddy-long-legs,1.0,-1,Sport,5.11d,1,,40.00619,-105.40002
"Unknown 11d","Glacier Dome > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120677303/unknown-11d,2.0,-1,Sport,5.11d,1,,40.00619,-105.40002
"Jump Start","Glacier Dome > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120617185/jump-start,1.5,-1,Sport,5.12b,1,25,40.00619,-105.40002
"Power O","Glacier Dome > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/120617173/power-o,2.5,-1,Sport,5.12c,1,25,40.00619,-105.40002
Wunderhund,"G-Land > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121813426/wunderhund,3.0,-1,Sport,5.10+,1,45,39.99683,-105.41577
"Corgi Wolf","G-Land > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121727927/corgi-wolf,3.0,-1,Sport,5.11+,1,30,39.99683,-105.41577
Valhallahund,"G-Land > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/121878706/valhallahund,3.0,-1,Sport,5.12a,1,40,39.99683,-105.41577
"Serps Up","Serpent's Den > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/122265577/serps-up,3.0,-1,Sport,5.13b,1,25,40.00239,-105.41014
Aqueduct,"Aqueduct Outcrop > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/122464430/aqueduct,2.0,-1,Sport,5.12a,1,50,39.97527,-105.4608
